|claim_number|trigger_type |claim_type        |
|2890053915  |Approve      |NEW               |
|2890053172  |Approve      |NEW               |
|2864029563  |Approve      |NEW               |
|2876153348  |Approve      |NEW               |
|2876153001  |Approve      |NEW               |
|2876154418  |Approve      |PRE AND POST CLAIM|
|2825187150  |Approve      |NEW               |
|2883049692  |Approve      |NEW               |
|2892003338  |Approve      |NEW               |
|2876151327  |Approve      |NEW               |
|2876154678  |Approve      |NEW               |
|2876155230  |Approve      |NEW               |
|2876154714  |Approve      |PRE AND POST CLAIM|
|2883049693  |Approve      |NEW               |
|2883049694  |Repudiation  |NEW               |
|2890053548  |investigation|NEW               |
|2890053703  |investigation|NEW               |
|2890053360  |Repudiation  |NEW               |
|2883049711  |Approve      |NEW               |
|2883049728  |Approve      |NEW               |
|2883049729  |Repudiation  |NEW               |
|2883049730  |Approve      |NEW               |
|2883049731  |Approve      |NEW               |
|2876154828  |Approve      |NEW               |
|2890053894  |Repudiation  |NEW               |
|2876151463  |Approve      |NEW               |
|2876153693  |Approve      |NEW               |
|2890051879  |Approve      |NEW               |
|2876153095  |Approve      |NEW               |
|2876153398  |Approve      |NEW               |
|2890053328  |Query        |NEW               |
|2890051855  |Approve      |NEW               |
|2890052229  |Approve      |NEW               |
|2876152278  |Approve      |NEW               |
|2890052341  |Approve      |NEW               |
|2876152823  |Approve      |NEW               |
|2825188169  |Approve      |NEW               |
|2876152311  |Approve      |NEW               |
|2876152934  |Approve      |NEW               |
|2890053130  |Approve      |NEW               |
|2892003208  |Approve      |NEW               |
|2892003191  |Approve      |NEW               |
|2892002989  |Approve      |NEW               |
|2883049718  |investigation|NEW               |
|2883049719  |Approve      |NEW               |
|2876152618  |Approve      |NEW               |
|2890053714  |investigation|NEW               |
|2876151709  |Approve      |NEW               |
|2876152598  |Approve      |NEW               |
|2876152612  |Approve      |NEW               |
|2864029493  |Approve      |NEW               |
|2890053398  |Approve      |NEW               |
|2883049721  |Approve      |NEW               |
|2890053224  |Approve      |NEW               |
|2876152772  |Approve      |NEW               |
|2883049720  |Query        |NEW               |
|2890053813  |investigation|NEW               |
|2883049717  |Repudiation  |NEW               |
|2883049741  |Query        |NEW               |
|2876152384  |Approve      |NEW               |
|2890053013  |Approve      |NEW               |
|2883049745  |investigation|NEW               |
|2883049758  |Approve      |NEW               |
|2883049746  |Query        |NEW               |
|2883049759  |Approve      |NEW               |
|2883049744  |Query        |NEW               |
|2883049753  |Approve      |NEW               |
|2883049754  |Approve      |NEW               |
|2883049755  |Approve      |NEW               |
|2883049756  |Approve      |NEW               |
|2883049757  |Approve      |NEW               |
|2876153540  |Approve      |NEW               |
|2876152581  |Approve      |NEW               |
|2883049766  |Approve      |NEW               |
|2883049768  |Approve      |NEW               |
|2883049762  |Approve      |NEW               |
|2876154751  |Approve      |PRE AND POST CLAIM|
|2883049772  |Approve      |NEW               |
|2883049778  |Approve      |NEW               |
|2892003348  |Approve      |PRE AND POST CLAIM|
|2883049780  |Approve      |NEW               |
|2883049782  |Approve      |NEW               |
|2883049783  |Approve      |NEW               |
|2883049787  |Approve      |NEW               |
|2890053647  |Approve      |CLAIM REOPEN      |
|2883049808  |Approve      |NEW               |
|2883049788  |Approve      |NEW               |
|2890053741  |Approve      |NEW               |
|2825187958  |Approve      |NEW               |
|2892003291  |investigation|NEW               |
|2876151954  |Approve      |NEW               |
|2825186920  |Approve      |NEW               |
|2883049795  |Approve      |NEW               |
|2846002498  |Approve      |NEW               |
|2890053683  |Approve      |NEW               |
|2876148855  |Approve      |PRE AND POST CLAIM|
|2876151482  |Approve      |NEW               |
|2883049789  |Approve      |NEW               |
|2890053175  |Approve      |NEW               |
|2883049796  |Repudiation  |NEW               |
|2892003362  |Repudiation  |NEW               |
|2883049696  |Query        |NEW               |
|2876153621  |Approve      |NEW               |
|2825187961  |Approve      |NEW               |
|2876153106  |Approve      |NEW               |
|2890053480  |Approve      |NEW               |
|2883049697  |Repudiation  |NEW               |
|2883049790  |Query        |NEW               |
|2876152362  |Approve      |NEW               |
|2883049799  |Approve      |NEW               |
|2883049797  |Approve      |NEW               |
|2883049709  |Approve      |NEW               |
|2883049793  |Approve      |NEW               |
|2883049702  |Approve      |NEW               |
|2890051267  |Approve      |NEW               |
|2825187984  |Approve      |NEW               |
|2825187983  |Approve      |NEW               |
|2883049794  |Approve      |NEW               |
|2892003279  |Repudiation  |PRE AND POST CLAIM|
|2883049809  |investigation|NEW               |
|2883049810  |Approve      |NEW               |
|2883049811  |Approve      |NEW               |
|2883049812  |Approve      |NEW               |
|2883049703  |Approve      |NEW               |
|2876154741  |Approve      |NEW               |
|2883049813  |Approve      |NEW               |
|2883049704  |Repudiation  |NEW               |
|2883049707  |Approve      |NEW               |
|2876155045  |Approve      |PRE AND POST CLAIM|
|2883049705  |Approve      |NEW               |
|2876155043  |Approve      |PRE AND POST CLAIM|
|2876151661  |Approve      |NEW               |
|2876151944  |Approve      |NEW               |
|2890052998  |Approve      |NEW               |
|2876153578  |Approve      |NEW               |
|2876152117  |Approve      |NEW               |
|2876152680  |Approve      |NEW               |
|2876151853  |Approve      |NEW               |
|2876155042  |Approve      |PRE AND POST CLAIM|
|2825187471  |Approve      |NEW               |
|2846002376  |Approve      |NEW               |
|2876152400  |Approve      |NEW               |
|2876153563  |Approve      |NEW               |
|2890053706  |investigation|NEW               |
|2890053520  |Approve      |NEW               |
|2890054190  |Repudiation  |NEW               |
|2876154369  |Approve      |NEW               |
|2876152045  |Approve      |NEW               |
|2890053192  |Approve      |NEW               |
|2876154764  |Approve      |PRE AND POST CLAIM|
|2876152177  |Approve      |NEW               |
|2876149940  |Approve      |NEW               |
|2876153085  |Approve      |NEW               |
|2876155066  |Approve      |PRE AND POST CLAIM|
|2876155079  |Approve      |PRE AND POST CLAIM|
|2876155103  |Approve      |PRE AND POST CLAIM|
|2890054077  |investigation|NEW               |
|2876154706  |Approve      |NEW               |
|2876154104  |investigation|NEW               |
|2876153833  |investigation|NEW               |
|2890054082  |investigation|NEW               |
|2890054197  |investigation|NEW               |
|2876153717  |investigation|NEW               |
|2890049563  |Approve      |PRE AND POST CLAIM|
|2883049823  |Approve      |NEW               |
|2876154134  |investigation|NEW               |
|2883049824  |Approve      |NEW               |
|2876153823  |investigation|NEW               |
|2883049825  |Approve      |NEW               |
|2883049826  |Approve      |NEW               |
|2876153969  |investigation|NEW               |
|2883049835  |Approve      |NEW               |
|2876153845  |Approve      |NEW               |
|2883049836  |Approve      |NEW               |
|2876154000  |investigation|NEW               |
|2883049837  |Approve      |NEW               |
|2890053721  |investigation|NEW               |
|2883049838  |Approve      |NEW               |
|2876154131  |investigation|NEW               |
|2883049839  |Approve      |NEW               |
|2883049840  |Approve      |NEW               |
|2883049841  |Approve      |NEW               |
|2883049842  |Approve      |NEW               |
|2876154163  |Query        |NEW               |
|2883049843  |Approve      |NEW               |
|2876154236  |Approve      |NEW               |
|2883049844  |Approve      |NEW               |
|2883049846  |Approve      |NEW               |
|2883049801  |Approve      |NEW               |
|2883049802  |Approve      |NEW               |
|2876154187  |Approve      |NEW               |
|2876154502  |Approve      |NEW               |
|2876154265  |investigation|NEW               |
|2876154442  |investigation|NEW               |
|2876154976  |Approve      |NEW               |
|2883049803  |Approve      |NEW               |
|2883049800  |Approve      |NEW               |
|2883049706  |Approve      |NEW               |
|2883049807  |Approve      |NEW               |
|2890054428  |investigation|NEW               |
|2883049804  |Approve      |NEW               |
|2883049814  |Approve      |NEW               |
|2883049827  |Approve      |NEW               |
|2883049828  |Approve      |NEW               |
|2883049830  |Approve      |NEW               |
|2883049805  |Repudiation  |NEW               |
|2883049831  |Approve      |NEW               |
|2883049833  |Approve      |NEW               |
|2883049806  |Approve      |NEW               |
|2883049832  |Approve      |NEW               |
|2883049834  |Approve      |NEW               |
|2883049722  |Approve      |NEW               |
|2883049723  |Query        |NEW               |
|2883049724  |Approve      |NEW               |
|2883049725  |Approve      |NEW               |
|2883049726  |Repudiation  |NEW               |
|2883049727  |Approve      |NEW               |
|2876150224  |Approve      |NEW               |
|2883049747  |Approve      |NEW               |
|2883049734  |Approve      |NEW               |
|2883049735  |Approve      |NEW               |
|2883049736  |Repudiation  |NEW               |
|2883049737  |Approve      |NEW               |
|2883049738  |Approve      |NEW               |
|2883049739  |Approve      |NEW               |
|2883049740  |Approve      |NEW               |
|2883049777  |Approve      |NEW               |
|2876150427  |Approve      |NEW               |
|2883049769  |Repudiation  |NEW               |
|2883049770  |Approve      |NEW               |
|2825184642  |Approve      |NEW               |
|2883049771  |Approve      |NEW               |
|2883049773  |Query        |NEW               |
|2883049774  |Approve      |NEW               |
|2883049775  |Approve      |NEW               |
|2883049776  |investigation|NEW               |
|2883049857  |Approve      |NEW               |
|2883049858  |Approve      |NEW               |
|2883049859  |Approve      |NEW               |
|2883049860  |Approve      |NEW               |
|2883049861  |Approve      |NEW               |
|2883049862  |Repudiation  |NEW               |
|2883049863  |Approve      |NEW               |
|2883049869  |investigation|NEW               |
|2883049864  |Approve      |NEW               |
|2883049865  |Approve      |NEW               |
|2883049866  |Approve      |NEW               |
|2883049867  |Approve      |NEW               |
|2883049868  |Approve      |NEW               |
|2883049870  |Query        |NEW               |
|2876150618  |Approve      |NEW               |
|2890054340  |Approve      |NEW               |
|2883049872  |Approve      |NEW               |
|2883049881  |Approve      |NEW               |
|2883049883  |Approve      |NEW               |
|2883049892  |Approve      |NEW               |
|2883049893  |Approve      |NEW               |
|2883049894  |Approve      |NEW               |
|2883049895  |Approve      |NEW               |
|2883049896  |Approve      |NEW               |
|2883049897  |Approve      |NEW               |
|2883049898  |Approve      |NEW               |
|2883049899  |Approve      |NEW               |
|2883049900  |Approve      |NEW               |
|2876154441  |investigation|NEW               |
|2876154642  |Approve      |NEW               |
|2876154766  |Query        |PRE AND POST CLAIM|
|2876154834  |Approve      |PRE AND POST CLAIM|
|2876154840  |Approve      |PRE AND POST CLAIM|
|2876154815  |Approve      |PRE AND POST CLAIM|
|2876154363  |Approve      |NEW               |
|2890050295  |Approve      |NEW               |
|2876150450  |Approve      |NEW               |
|2876151670  |Approve      |NEW               |
|2876153177  |Approve      |NEW               |
|2876150546  |Approve      |NEW               |
|2876151749  |Approve      |NEW               |
|2825188142  |Approve      |NEW               |
|2876152421  |Approve      |NEW               |
|2890052674  |Approve      |NEW               |
|2876151657  |Approve      |NEW               |
|2890052618  |Approve      |NEW               |
|2876153555  |Approve      |NEW               |
|2890053056  |Approve      |NEW               |
|2890052503  |Approve      |NEW               |
|2825184424  |Approve      |NEW               |
|2890052705  |Approve      |NEW               |
|2876153309  |Approve      |NEW               |
|2846002461  |Approve      |NEW               |
|2876152580  |Approve      |NEW               |
|2890053078  |Approve      |NEW               |
|2846002330  |Approve      |NEW               |
|2876153395  |Approve      |NEW               |
|2890051744  |Approve      |NEW               |
|2876152980  |Approve      |NEW               |
|2825187953  |Approve      |NEW               |
|2876149713  |Approve      |NEW               |
|2876149476  |Approve      |NEW               |
|2876153566  |Approve      |NEW               |
|2876153801  |Query        |NEW               |
|2876154179  |Approve      |NEW               |
|2876152495  |Approve      |NEW               |
|2876148584  |Repudiation  |NEW               |
|2876154272  |investigation|NEW               |
|2890054488  |Approve      |PRE AND POST CLAIM|
|2876155217  |Approve      |ADDENDUM          |
|2876155215  |Approve      |ADDENDUM          |
|2890054467  |Approve      |PRE AND POST CLAIM|
|2876153826  |Query        |NEW               |
|2876153940  |Approve      |NEW               |
|2876154159  |investigation|NEW               |
|2876154020  |investigation|NEW               |
|2890049142  |Repudiation  |NEW               |
|2890049910  |Repudiation  |NEW               |
|2876154650  |investigation|NEW               |
|2825185368  |Repudiation  |NEW               |
|2876147091  |Repudiation  |PRE AND POST CLAIM|
|2876154055  |investigation|NEW               |
|2876154478  |Approve      |NEW               |
|2876154177  |Approve      |NEW               |
|2876153672  |investigation|NEW               |
|2876153454  |Approve      |NEW               |
|2876154330  |investigation|NEW               |
|2876154546  |investigation|NEW               |
|2876153413  |Query        |NEW               |
|2876154806  |Approve      |PRE AND POST CLAIM|
|2876155143  |Approve      |PRE AND POST CLAIM|
|2876155258  |Approve      |PRE AND POST CLAIM|
|2876155262  |Repudiation  |PRE AND POST CLAIM|
|2876155272  |Approve      |PRE AND POST CLAIM|
|2876155216  |Approve      |ADDENDUM          |
|2876155218  |Approve      |ADDENDUM          |
|2864029186  |Approve      |NEW               |
|2876152279  |Approve      |NEW               |
|2876150417  |Approve      |NEW               |
|2876150645  |Approve      |NEW               |
|2876151766  |Approve      |NEW               |
|2876151355  |Approve      |NEW               |
|2876150260  |Approve      |NEW               |
|2876149529  |Approve      |NEW               |
|2890052519  |Query        |NEW               |
|2876153800  |Approve      |NEW               |
|2876150040  |Approve      |NEW               |
|2876153268  |Approve      |NEW               |
|2876152643  |Approve      |NEW               |
|2846002491  |Approve      |NEW               |
|2825187363  |Approve      |NEW               |
|2876151992  |Approve      |NEW               |
|2876153415  |Approve      |NEW               |
|2876153145  |Approve      |NEW               |
|2876152019  |Approve      |NEW               |
|2846002385  |Approve      |NEW               |
|2825185979  |Approve      |NEW               |
|2890053735  |Approve      |NEW               |
|2825188265  |Approve      |NEW               |
|2825187736  |Approve      |NEW               |
|2846002446  |Approve      |NEW               |
|2876151675  |Approve      |NEW               |
|2890053445  |Approve      |NEW               |
|2892003218  |Approve      |NEW               |
|2876152532  |Approve      |NEW               |
|2890053304  |Approve      |NEW               |
|2876152561  |Approve      |NEW               |
|2825188090  |Approve      |NEW               |
|2876151745  |Approve      |NEW               |
|2876151214  |Approve      |NEW               |
|2825186416  |Approve      |NEW               |
|2890052875  |Approve      |NEW               |
|2825188244  |Approve      |NEW               |
|2825187378  |Approve      |NEW               |
|2876153590  |Approve      |NEW               |
|2876152683  |Approve      |NEW               |
|2876152951  |Approve      |NEW               |
|2890052654  |Approve      |NEW               |
|2890053071  |Approve      |NEW               |
|2864029516  |Approve      |NEW               |
|2890052209  |Approve      |NEW               |
|2876152874  |Approve      |NEW               |
|2876152569  |Approve      |NEW               |
|2890053094  |Approve      |NEW               |
|2825188318  |Approve      |NEW               |
|2876152234  |Approve      |NEW               |
|2876153223  |Approve      |NEW               |
|2876152476  |Approve      |NEW               |
|2876151467  |Approve      |NEW               |
|2890051982  |Approve      |NEW               |
|2825187760  |Approve      |NEW               |
|2864029492  |Approve      |NEW               |
|2876153706  |Approve      |NEW               |
|2825187947  |Approve      |NEW               |
|2876153771  |Approve      |NEW               |
|2876152134  |Approve      |NEW               |
|2890053099  |Approve      |NEW               |
|2876152232  |Approve      |NEW               |
|2890053368  |Approve      |NEW               |
|2876151895  |Approve      |NEW               |
|2846002402  |Approve      |NEW               |
|2825187982  |Approve      |NEW               |
|2846002476  |Approve      |NEW               |
|2876151203  |Approve      |NEW               |
|2876152401  |Approve      |NEW               |
|2825188039  |Approve      |NEW               |
|2876152697  |Approve      |NEW               |
|2876153279  |Approve      |NEW               |
|2890053263  |Approve      |NEW               |
|2890052610  |Approve      |NEW               |
|2825187563  |Approve      |NEW               |
|2890053278  |Approve      |NEW               |
|2876153176  |Approve      |NEW               |
|2876153684  |Approve      |NEW               |
|2876152305  |Approve      |NEW               |
|2876151071  |Approve      |NEW               |
|2890052989  |Approve      |NEW               |
|2890052867  |Approve      |NEW               |
|2846002062  |Approve      |NEW               |
|2876153866  |Approve      |NEW               |
|2876150016  |Approve      |NEW               |
|2876153656  |Approve      |NEW               |
|2876151706  |Approve      |NEW               |
|2876151594  |Approve      |NEW               |
|2876152733  |Approve      |NEW               |
|2876149531  |Approve      |NEW               |
|2876153021  |Approve      |NEW               |
|2890052843  |Approve      |NEW               |
|2876150411  |Approve      |NEW               |
|2846002404  |Approve      |NEW               |
|2825187890  |Approve      |NEW               |
|2876153463  |Approve      |NEW               |
|2876153444  |Approve      |NEW               |
|2825187567  |Approve      |NEW               |
|2876152417  |Approve      |NEW               |
|2825188620  |Approve      |NEW               |
|2825188329  |Approve      |NEW               |
|2876152525  |Approve      |NEW               |
|2876151744  |Approve      |NEW               |
|2890052896  |Approve      |NEW               |
|2876151785  |Approve      |NEW               |
|2890052973  |Approve      |NEW               |
|2876153609  |Approve      |NEW               |
|2876151597  |Approve      |NEW               |
|2876151194  |Approve      |NEW               |
|2890051964  |Query        |PRE AND POST CLAIM|
|2890054273  |investigation|NEW               |
|2890054466  |Approve      |PRE AND POST CLAIM|
|2890054495  |Approve      |PRE AND POST CLAIM|
|2890054504  |Approve      |PRE AND POST CLAIM|
|2890054454  |Approve      |PRE AND POST CLAIM|
|2876152860  |Approve      |NEW               |
|2890053815  |investigation|NEW               |
|2876152736  |Approve      |NEW               |
|2890053774  |Approve      |NEW               |
|2876153534  |Approve      |NEW               |
|2876154466  |Approve      |NEW               |
|2876154609  |Approve      |NEW               |
|2876153502  |Approve      |NEW               |
|2890053602  |investigation|NEW               |
|2890054300  |Repudiation  |NEW               |
|2876154052  |Approve      |NEW               |
|2890054463  |investigation|NEW               |
|2876155305  |Approve      |PRE AND POST CLAIM|
|2883049708  |Approve      |CLAIM REOPEN      |
|2876154924  |Approve      |PRE AND POST CLAIM|
|2876151493  |Approve      |NEW               |
|2864029461  |Approve      |NEW               |
|2825188017  |Approve      |NEW               |
|2876153945  |Approve      |NEW               |
|2876154481  |Approve      |NEW               |
|2883049546  |Approve      |NEW               |
|2876154517  |Approve      |NEW               |
|2876155180  |Approve      |PRE AND POST CLAIM|
|2876155178  |Approve      |PRE AND POST CLAIM|
|2883049687  |Approve      |NEW               |
|2825188399  |Approve      |NEW               |
|2876151668  |Approve      |NEW               |
|2846002675  |Approve      |ADDENDUM          |
|2890053603  |investigation|NEW               |
|2876154881  |Approve      |PRE AND POST CLAIM|
|2890053903  |Approve      |NEW               |
|2883049798  |Repudiation  |NEW               |
|2876155245  |Query        |PRE AND POST CLAIM|
|2876153925  |Approve      |NEW               |
|2876153468  |Approve      |NEW               |
|2883049856  |Approve      |NEW               |
|2846002665  |Approve      |PRE AND POST CLAIM|
|2883049848  |Approve      |NEW               |
|2846002681  |Approve      |PRE AND POST CLAIM|
|2890053678  |Approve      |NEW               |
|2883049849  |Approve      |NEW               |
|2883049847  |Approve      |NEW               |
|2890054179  |investigation|NEW               |
|2890053538  |Approve      |NEW               |
|2892003174  |Approve      |NEW               |
|2876154619  |Approve      |PRE AND POST CLAIM|
|2883049850  |Approve      |NEW               |
|2876154663  |Approve      |NEW               |
|2883049854  |Approve      |NEW               |
|2883049643  |Approve      |CLAIM REOPEN      |
|2890053883  |Approve      |NEW               |
|2876154813  |Approve      |PRE AND POST CLAIM|
|2876153048  |Approve      |NEW               |
|2876155276  |Query        |PRE AND POST CLAIM|
|2825188500  |Repudiation  |NEW               |
|2846002662  |investigation|NEW               |
|2883049855  |Approve      |NEW               |
|2825188540  |Approve      |NEW               |
|2883049851  |Approve      |NEW               |
|2890053730  |investigation|NEW               |
|2883049640  |investigation|CLAIM REOPEN      |
|2876153657  |Repudiation  |NEW               |
|2890052473  |Approve      |NEW               |
|2846002660  |investigation|NEW               |
|2825188931  |Approve      |NEW               |
|2876154893  |Approve      |PRE AND POST CLAIM|
|2890054178  |investigation|NEW               |
|2876154007  |Approve      |NEW               |
|2876154655  |Repudiation  |NEW               |
|2890053332  |Approve      |NEW               |
|2890054116  |investigation|NEW               |
|2883049852  |Approve      |NEW               |
|2876153620  |Approve      |NEW               |
|2846002648  |Repudiation  |NEW               |
|2883049853  |Approve      |NEW               |
|2890054122  |investigation|NEW               |
|2883049882  |Approve      |NEW               |
|2890052783  |Approve      |NEW               |
|2883049873  |Approve      |NEW               |
|2883049874  |Approve      |NEW               |
|2876150868  |Approve      |NEW               |
|2890053737  |Approve      |NEW               |
|2876153662  |Approve      |NEW               |
|2883049875  |Approve      |NEW               |
|2825188842  |Query        |NEW               |
|2876155489  |Approve      |NEW               |
|2876154932  |investigation|NEW               |
|2825188781  |Query        |NEW               |
|2890054257  |investigation|NEW               |
|2876153387  |investigation|NEW               |
|2883049876  |Approve      |NEW               |
|2883049877  |Approve      |NEW               |
|2890054261  |investigation|NEW               |
|2876154582  |investigation|NEW               |
|2876138716  |Repudiation  |CLAIM REOPEN      |
|2883049879  |Approve      |NEW               |
|2883049880  |Approve      |NEW               |
|2876152380  |Approve      |NEW               |
|2883049878  |Approve      |NEW               |
|2883049885  |Approve      |NEW               |
|2890051830  |Approve      |NEW               |
|2825188900  |Approve      |NEW               |
|2883049884  |Approve      |NEW               |
|2890054112  |investigation|NEW               |
|2883049887  |Approve      |NEW               |
|2883049889  |Approve      |NEW               |
|2883049710  |Approve      |CLAIM REOPEN      |
|2883049891  |Approve      |NEW               |
|2890051526  |Approve      |NEW               |
|2883049903  |Query        |NEW               |
|2883049904  |Query        |NEW               |
|2883049905  |Approve      |NEW               |
|2864029569  |Approve      |NEW               |
|2883049906  |Repudiation  |NEW               |
|2890054444  |Repudiation  |NEW               |
|2864029594  |Approve      |NEW               |
|2883049907  |Approve      |NEW               |
|2890054443  |Repudiation  |NEW               |
|2876154606  |Repudiation  |NEW               |
|2825189158  |Repudiation  |NEW               |
|2876155282  |Approve      |PRE AND POST CLAIM|
|2825188978  |Approve      |NEW               |
|2890054413  |Approve      |NEW               |
|2825189209  |Approve      |NEW               |
|2890054432  |Approve      |PRE AND POST CLAIM|
|2883049908  |Approve      |NEW               |
|2883049829  |Approve      |NEW               |
|2883049890  |Approve      |NEW               |
|2890022028  |Approve      |CLAIM REOPEN      |
|2883049909  |Approve      |NEW               |
|2883049910  |Approve      |NEW               |
|2883049911  |Approve      |NEW               |
|2883049913  |Approve      |NEW               |
|2864029617  |Approve      |PRE AND POST CLAIM|
|2883049958  |Approve      |NEW               |
|2876155189  |Approve      |NEW               |
|2890054084  |investigation|NEW               |
|2883049952  |Approve      |NEW               |
|2883049953  |Approve      |NEW               |
|2864029647  |investigation|NEW               |
|2883049954  |Approve      |NEW               |
|2883049955  |Approve      |NEW               |
|2883049956  |Approve      |NEW               |
|2883049957  |Approve      |NEW               |
|2876147858  |Approve      |CLAIM REOPEN      |
|2864029613  |Approve      |PRE AND POST CLAIM|
|2883049965  |Approve      |NEW               |
|2876155124  |Query        |NEW               |
|2883049966  |investigation|NEW               |
|2864029618  |Approve      |PRE AND POST CLAIM|
|2890054277  |investigation|NEW               |
|2876155128  |Query        |NEW               |
|2876155385  |Approve      |NEW               |
|2883049967  |investigation|NEW               |
|2883049968  |Repudiation  |NEW               |
|2883049969  |Approve      |NEW               |
|2883049970  |Query        |NEW               |
|2876153726  |investigation|NEW               |
|2883049971  |Query        |NEW               |
|2876154946  |Approve      |NEW               |
|2876153694  |Approve      |NEW               |
|2864029629  |Approve      |NEW               |
|2883049732  |Approve      |NEW               |
|2883049988  |Approve      |NEW               |
|2883049712  |Approve      |NEW               |
|2883049996  |Approve      |NEW               |
|2883049977  |Approve      |NEW               |
|2883049997  |Approve      |NEW               |
|2890054581  |investigation|NEW               |
|2883049982  |Approve      |NEW               |
|2883049998  |Approve      |NEW               |
|2883049999  |Approve      |NEW               |
|2883049886  |Approve      |NEW               |
|2883050000  |Approve      |NEW               |
|2883049888  |Approve      |NEW               |
|2890054158  |Query        |NEW               |
|2825188643  |Approve      |NEW               |
|2883050008  |Approve      |NEW               |
|2883049902  |Approve      |NEW               |
|2883050013  |Approve      |NEW               |
|2883049916  |Approve      |NEW               |
|2883050009  |Approve      |NEW               |
|2825188642  |Approve      |NEW               |
|2883050010  |Query        |NEW               |
|2883049983  |Approve      |NEW               |
|2825188339  |Approve      |PRE AND POST CLAIM|
|2883049912  |Approve      |NEW               |
|2883049979  |Approve      |NEW               |
|2883050011  |Approve      |NEW               |
|2876155084  |Repudiation  |NEW               |
|2883049918  |Approve      |NEW               |
|2883049980  |Repudiation  |NEW               |
|2825188740  |Query        |NEW               |
|2883050014  |Approve      |NEW               |
|2883049943  |Approve      |NEW               |
|2876154948  |investigation|NEW               |
|2876153857  |Approve      |PRE AND POST CLAIM|
|2883049981  |Approve      |NEW               |
|2883049937  |Approve      |NEW               |
|2883049995  |Approve      |NEW               |
|2890054133  |investigation|NEW               |
|2876154949  |Query        |NEW               |
|2825188658  |Approve      |NEW               |
|2883049951  |Approve      |NEW               |
|2846002523  |Approve      |PRE AND POST CLAIM|
|2883049990  |Repudiation  |NEW               |
|2825188961  |Approve      |NEW               |
|2883049948  |Approve      |NEW               |
|2883049949  |Approve      |NEW               |
|2883049914  |Approve      |NEW               |
|2883049989  |Query        |NEW               |
|2876155518  |Repudiation  |NEW               |
|2883049919  |Approve      |NEW               |
|2883049991  |Approve      |NEW               |
|2883049920  |Approve      |NEW               |
|2883049992  |Approve      |NEW               |
|2883050025  |investigation|NEW               |
|2890052481  |Approve      |NEW               |
|2883049993  |Approve      |NEW               |
|2883050026  |Approve      |NEW               |
|2883049921  |Approve      |NEW               |
|2883050023  |Approve      |NEW               |
|2876154958  |Approve      |NEW               |
|2846002656  |Repudiation  |NEW               |
|2883049994  |Approve      |NEW               |
|2883050024  |Approve      |NEW               |
|2876155508  |Approve      |NEW               |
|2883050034  |Approve      |NEW               |
|2883050041  |Approve      |NEW               |
|2825189304  |Approve      |NEW               |
|2883049923  |Approve      |NEW               |
|2883050040  |Approve      |NEW               |
|2890054125  |investigation|NEW               |
|2883050001  |Approve      |NEW               |
|2883050037  |Approve      |NEW               |
|2883050038  |Approve      |NEW               |
|2883050002  |Approve      |NEW               |
|2876155529  |Approve      |PRE AND POST CLAIM|
|2825188602  |Repudiation  |NEW               |
|2883049959  |Approve      |NEW               |
|2890054120  |investigation|NEW               |
|2876154926  |Query        |NEW               |
|2883049960  |Approve      |NEW               |
|2825188600  |Approve      |NEW               |
|2883049961  |Approve      |NEW               |
|2876154969  |Repudiation  |PRE AND POST CLAIM|
|2883049964  |Approve      |NEW               |
|2890054194  |Approve      |NEW               |
|2883050003  |Approve      |NEW               |
|2883050004  |Approve      |NEW               |
|2883049962  |Approve      |NEW               |
|2876155525  |Approve      |PRE AND POST CLAIM|
|2883050005  |Approve      |NEW               |
|2890054384  |Approve      |PRE AND POST CLAIM|
|2883049963  |Approve      |NEW               |
|2883050006  |Approve      |NEW               |
|2883050007  |Approve      |NEW               |
|2883049972  |Approve      |NEW               |
|2883049973  |Approve      |NEW               |
|2883050015  |investigation|NEW               |
|2883050016  |Approve      |NEW               |
|2883049974  |Approve      |NEW               |
|2876154985  |Approve      |NEW               |
|2883049975  |Approve      |NEW               |
|2825189245  |Approve      |NEW               |
|2883050019  |Approve      |NEW               |
|2883049976  |Approve      |NEW               |
|2825189128  |Approve      |CLAIM REOPEN      |
|2883050020  |Approve      |NEW               |
|2883049924  |Approve      |NEW               |
|2883050017  |Approve      |NEW               |
|2876154162  |Approve      |NEW               |
|2883050027  |Approve      |NEW               |
|2876153692  |Approve      |NEW               |
|2883049925  |Approve      |NEW               |
|2883050028  |Query        |NEW               |
|2864029478  |Approve      |NEW               |
|2883049926  |Approve      |NEW               |
|2883050029  |Approve      |NEW               |
|2876150438  |Approve      |NEW               |
|2883050030  |Approve      |NEW               |
|2846002257  |Approve      |NEW               |
|2876155488  |Approve      |NEW               |
|2883050031  |Query        |NEW               |
|2876154880  |Approve      |NEW               |
|2876155119  |Approve      |NEW               |
|2883050032  |Query        |NEW               |
|2883050033  |Repudiation  |NEW               |
|2883049927  |Approve      |NEW               |
|2883049928  |Approve      |NEW               |
|2876153882  |Approve      |NEW               |
|2883049930  |Approve      |NEW               |
|2876154836  |Approve      |NEW               |
|2883049931  |Approve      |NEW               |
|2876151746  |Approve      |NEW               |
|2890052315  |Approve      |NEW               |
|2890049673  |Repudiation  |PRE AND POST CLAIM|
|2876152411  |Approve      |NEW               |
|2876151736  |Approve      |NEW               |
|2883049932  |Approve      |NEW               |
|2876152245  |Approve      |NEW               |
